,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,index,namematch_collector,namematch_wikidata,namematch_distance
18178,Tousley,,,,,,,,Tousley,2,https://herbarium.bgbm.org/object/B100365466,7626,Tousley,"Mousley, H.",0.84
18271,Truchart,,,,,,,,Truchart,1,https://herbarium.bgbm.org/object/B100124205,7933,Truchart,"Truchlý, Š.",0.84
18436,Ulloa,C.,,,,,,,"Ulloa, C.",1,https://herbarium.bgbm.org/object/B100072361,8170,"Ulloa, C.","Ulloa, M.d.C.U.",0.84
18507,Vache,,,,,,,,Vache,1,https://dr.jacq.org/DR025799,14987,Vache,"Vachell, E.",0.84
18604,Vassilczenko,I.,,,,,,,"Vassilczenko, I.",2,https://herbarium.bgbm.org/object/B100569417,15107,"Vassilczenko, I.","Vasilchenko, I.",0.84
18794,Villacort,R.,,,,,,,"Villacort, R.",27,https://herbarium.bgbm.org/object/B100018598,11946,"Villacort, R.","García-Villacorta, R.",0.84
19469,Wight,I.O.,,,,,,,"Wight, I.O.",1,https://herbarium.bgbm.org/object/B100847769,16462,"Wight, I.O.","Wight, R.",0.84
19585,Winkl,,,,,,,,Winkl,1,https://herbarium.bgbm.org/object/B100841025,15231,Winkl,"Winkler, M.",0.84
19781,Wyk,B.-E.,,Van,,,,,"Wyk, B.-E.",3,http://id.snsb.info/snsb/collection/16505/25284/16325,13537,"Wyk, B.-E.","Wyk, B.v.",0.84
19811,Xiberta,A.,,,,,,,"Xiberta, A.",1,https://herbarium.bgbm.org/object/B100720621,8604,"Xiberta, A.","Liberta, A.E.",0.84
19853,Young,R.S.N.,,,,,,,"Young, R.S.N.",3,https://herbarium.bgbm.org/object/B100005103,3638,"Young, R.S.N.","Young, R.A.",0.84
19913,Zanten,B. O. van,,,,,,,"Zanten, B. O. van",53,https://je.jacq.org/JE04003036,14106,"Zanten, B. O. van","Zanten, B.O.v.",0.84
19933,Zavala,S.,,,,,,,"Zavala, S.",1,https://herbarium.bgbm.org/object/B100673996,15850,"Zavala, S.","Zavala-Gallo, L.",0.84
19974,Zenteno-Ruiz,F.,,,,,,,"Zenteno-Ruiz, F.",62,https://herbarium.bgbm.org/object/B100473516,8747,"Zenteno-Ruiz, F.","Zenteno-Ruíz, F.S.",0.84
18,Abe,L.M.,,,,,,,"Abe, L.M.",4,https://herbarium.bgbm.org/object/B100005623,11516,"Abe, L.M.","Abe, J.",0.85
165,Ajmi,S. Gardner,,,,,,,"Ajmi, S. Gardner",1,https://herbarium.bgbm.org/object/B100174430,13141,"Ajmi, S. Gardner","Gardner, S.",0.85
275,Alleizette,A.C.d',,,,,,,"Alleizette, A.C.d'",14,https://herbarium.bgbm.org/object/B100153893,18370,"Alleizette, A.C.d'","d'Alleizette, C.",0.85
417,Andorfer,J.,,,,,,,"Andorfer, J.",8,https://herbarium.bgbm.org/object/B100841428,11749,"Andorfer, J.","Weindorfer, G.",0.85
512,Appel,F.C.L.O.,,,,,,,"Appel, F.C.L.O.",2,https://herbarium.bgbm.org/object/B200116960,19050,"Appel, F.C.L.O.","Appel, H.",0.85
613,Arroyo Leuenberger,S.,,,,,,,"Arroyo Leuenberger, S.",1,https://herbarium.bgbm.org/object/B100743006,709,"Arroyo Leuenberger, S.","Arroyo, L.",0.85
617,Arroyo-Leuenberger,S.,,,,,,,"Arroyo-Leuenberger, S.",9,https://herbarium.bgbm.org/object/B100146409,540,"Arroyo-Leuenberger, S.","Arroyo, L.",0.85
747,Aymeric,A.L.M.,,Marcailhou d',,,,,"Aymeric, A.L.M.",124,https://herbarium.bgbm.org/object/B100004265,14838,"Aymeric, A.L.M.","Aymerich, P.",0.85
35,Barker,Tam,,,,,,,"Barker, Tam",1,https://herbarium.bgbm.org/object/B100365466,653,"Barker, Tam","Barker, M",0.85
1034,Bastardo,R.,,,,,,,"Bastardo, R.",1,https://herbarium.bgbm.org/object/B100086047,14699,"Bastardo, R.","Bastard, T.",0.85
1198,Beilschmidt,,,,,,,,Beilschmidt,1,https://herbarium.bgbm.org/object/B100325973,14792,Beilschmidt,"Beilschmied, C.T.",0.85
1509,Bingler,L.,,,,,,,"Bingler, L.",1,https://herbarium.bgbm.org/object/B180012676,17335,"Bingler, L.","Bingöl, Ö.",0.85
1618,Blume,C. L. von,,,,,,,"Blume, C. L. von",3,http://id.snsb.info/snsb/collection/484459/596576/266217,12430,"Blume, C. L. von","Blume, C.L.",0.85
74,Bothmer,Rv,,,,,,,"Bothmer, Rv",1,https://herbarium.bgbm.org/object/B101228880,595,"Bothmer, Rv","Bothmer, Roland von",0.85
1881,Botteri,,,,,,,,Botteri,2,https://herbarium.bgbm.org/object/B100384652,11197,Botteri,"Botteron, G.",0.85
2271,Buckner,M.,,,,,,,"Buckner, M.",1,https://herbarium.bgbm.org/object/B100159733,5477,"Buckner, M.","Lackner, M.",0.85
2318,Burbach,W.,,,,,,,"Burbach, W.",107,https://dr.jacq.org/DR058036,11451,"Burbach, W.","Merbach, W.",0.85
2491,Bück,J.N.,,,,,,,"Bück, J.N.",2,https://herbarium.bgbm.org/object/B100467924,15501,"Bück, J.N.","Bäck, S.",0.85
2588,Calles Ramírez,T.J.,,,,,,,"Calles Ramírez, T.J.",2,http://id.snsb.info/snsb/collection/658692/716468/365669,6746,"Calles Ramírez, T.J.","Ramírez, T.J.C.",0.85
90,Carvalho,Rodriguez,,de,,,,,"Carvalho, Rodriguez",1,https://herbarium.bgbm.org/object/B100168709,596,"Carvalho, Rodriguez","Carvalho, Manuel Rodrigues Pereira de",0.85
2930,Chamisso,L. C. A. von,,,,,,,"Chamisso, L. C. A. von",5,https://je.jacq.org/JE04002235,18420,"Chamisso, L. C. A. von","Chamisso, A.v.",0.85
2931,Chamisso,L. K. A. von,,,,,,,"Chamisso, L. K. A. von",107,http://id.snsb.info/snsb/collection/472393/581682/253477,7818,"Chamisso, L. K. A. von","Chamisso, A.v.",0.85
2933,Chamisso,L.K.A.,,von,,,,,"Chamisso, L.K.A.",16,http://id.snsb.info/snsb/collection/571233/657393/311175,9452,"Chamisso, L.K.A.","Chamisso, A.v.",0.85
98,Chaves,óM,,,,,,,"Chaves, óM",5,https://herbarium.bgbm.org/object/B101147146,9,"Chaves, óM","Chaves, Sandra",0.85
3135,Chun,N.K.,,,,,,,"Chun, N.K.",35,https://herbarium.bgbm.org/object/B100127179,12793,"Chun, N.K.","Chun, J.",0.85
3255,Coile,R.J.,,,,,,,"Coile, R.J.",2,https://herbarium.bgbm.org/object/B100146132,15619,"Coile, R.J.","Coile, N.C.",0.85
3618,Cárdenas-Ramires,J.,,,,,,,"Cárdenas-Ramires, J.",1,https://herbarium.bgbm.org/object/B200167392,1215,"Cárdenas-Ramires, J.","Cárdenas, M.",0.85
3823,Delgado Dávila,R.,,,,,,,"Delgado Dávila, R.",21,https://herbarium.bgbm.org/object/B101141545,15321,"Delgado Dávila, R.","Delgado, L.",0.85
4127,Dreesen,,,,,,,,Dreesen,2,https://je.jacq.org/JE04007532,19069,Dreesen,"Drees, E.M.",0.85
4168,Drude,L.,,,,,,,"Drude, L.",5,https://dr.jacq.org/DR015060,5641,"Drude, L.","Drude, C.G.O.",0.85
4208,Duchow,,,,,,,,Duchow,1,https://herbarium.bgbm.org/object/B100185618,1507,Duchow,"Duchoň, M.",0.85
4224,Duffour,C.,,,,,,,"Duffour, C.",1,https://herbarium.bgbm.org/object/B100057813,9809,"Duffour, C.","Dufour, A.",0.85
4429,Ecklon,U.J.,,,,,,,"Ecklon, U.J.",9,https://herbarium.bgbm.org/object/B100167278,525,"Ecklon, U.J.","Ecklon, C.F.",0.85
4795,Fabrega,H.F.,,Pittier de,,,,,"Fabrega, H.F.",1,http://id.snsb.info/snsb/collection/488491/600667/270487,14087,"Fabrega, H.F.","Fabregat, M.",0.85
4801,Faden,A.J.,,,,,,,"Faden, A.J.",7,https://herbarium.bgbm.org/object/B100660896,11358,"Faden, A.J.","Faden, R.B.",0.85
4826,Fallas,C.,,,,,,,"Fallas, C.",1,https://herbarium.bgbm.org/object/B100247413,14419,"Fallas, C.","Fallas, J.M.C.",0.85
4922,Feller,W.,,,,,,,"Feller, W.",2,https://herbarium.bgbm.org/object/B700001828,6465,"Feller, W.","Feller, D.S.",0.85
4951,Fernandez Diez,F.J.,,,,,,,"Fernandez Diez, F.J.",3,https://herbarium.bgbm.org/object/B100484160,16278,"Fernandez Diez, F.J.","Fernandez, J.",0.85
4962,Fernández Casas,J. Nava,,,,,,,"Fernández Casas, J. Nava",1,https://herbarium.bgbm.org/object/B100595243,6395,"Fernández Casas, J. Nava","Fernández, Á.",0.85
5291,Frase,R.,,,,,,,"Frase, R.",1,https://herbarium.bgbm.org/object/B200116977,10623,"Frase, R.","Fraser, J.",0.85
5305,Freimann,,,,,,,,Freimann,1,https://herbarium.bgbm.org/object/B100474773,8887,Freimann,"Streimann, H.",0.85
5309,Freisleben,R.,,,,,,,"Freisleben, R.",2,https://je.jacq.org/JE00012522,12173,"Freisleben, R.","Freiesleben, H.",0.85
5389,Froes,R.,,,,,,,"Froes, R.",1,https://herbarium.bgbm.org/object/B100185337,13533,"Froes, R.","Froeschner, R.",0.85
5428,Fuckel,,,,,,,,Fuckel,1,https://herbarium.bgbm.org/object/B100749532,16832,Fuckel,"Fuckel, K.W.G.L.",0.85
5518,Gabrielyan,E.,,,,,,,"Gabrielyan, E.",35,https://herbarium.bgbm.org/object/B100506666,17754,"Gabrielyan, E.","Gabriel, M.",0.85
5601,Gando,M.,,,,,,,"Gando, M.",1,https://herbarium.bgbm.org/object/B100847723,4658,"Gando, M.","Brandão, M.",0.85
5604,Gandtner,,,,,,,,Gandtner,1,https://dr.jacq.org/DR066236,19495,Gandtner,"Grandtner, M.M.",0.85
5712,Gaudin,J.F.A.G.P.,,,,,,,"Gaudin, J.F.A.G.P.",3,https://herbarium.bgbm.org/object/B101156602,7582,"Gaudin, J.F.A.G.P.","Gaudin, J.",0.85
5765,Geisse,G.,,,,,,,"Geisse, G.",1,http://id.snsb.info/snsb/collection/24023/32801/23593,2714,"Geisse, G.","Geissert, F.",0.85
6123,González Geigel,L.,,,,,,,"González Geigel, L.",1,https://herbarium.bgbm.org/object/B100391295,5051,"González Geigel, L.","González, G.A.R.",0.85
6163,Gorling,,,,,,,,Gorling,1,https://herbarium.bgbm.org/object/B100594720,19964,Gorling,"Morling, G.",0.85
211,Grynj,Th,,,,,,,"Grynj, Th",1,https://herbarium.bgbm.org/object/B100263568,593,"Grynj, Th","Grynj, F A",0.85
6532,Gutierrez,G.V.,,,,,,,"Gutierrez, G.V.",1,https://herbarium.bgbm.org/object/B100244137,14846,"Gutierrez, G.V.","Rodríguez-Gutierrez, I.",0.85
6554,Guyon,C.L.,,,,,,,"Guyon, C.L.",9,http://id.snsb.info/snsb/collection/17525/26304/17345,9219,"Guyon, C.L.","Guyon, J.L.G.",0.85
6837,Hans,O.,,,,,,,"Hans, O.",1,http://id.snsb.info/snsb/collection/24272/33050/23842,10194,"Hans, O.","Hans, W.",0.85
6861,Happel,,,,,,,,Happel,1,https://herbarium.bgbm.org/object/B100474762,4011,Happel,"Happe, A.F.",0.85
7036,Hay,K.,,,,,,,"Hay, K.",1,https://herbarium.bgbm.org/object/B100325866,762,"Hay, K.","Hay, A.",0.85
7172,Heller,C.B.,,,,,,,"Heller, C.B.",3,https://herbarium.bgbm.org/object/B101086337,3247,"Heller, C.B.","Heller, E.",0.85
7342,Herre,H.,,,,,,,"Herre, H.",6,https://herbarium.bgbm.org/object/B180011799,13589,"Herre, H.","Herre, A.W.",0.85
7376,Herter,,,,,,,,Herter,43,https://dr.jacq.org/DR049724,8141,Herter,"Hertel, H.",0.85
7390,Herzing,H.,,,,,,,"Herzing, H.",8,https://herbarium.bgbm.org/object/B100591914,1767,"Herzing, H.","Sterzing, J.",0.85
7458,Hiendlmayr,J.,,,,,,,"Hiendlmayr, J.",12,https://dr.jacq.org/DR058766,7558,"Hiendlmayr, J.","Weindlmayr, J.v.",0.85
7563,Hochtetter,C.F.,,,,,,,"Hochtetter, C.F.",1,http://id.snsb.info/snsb/collection/111178/169956/112244,5597,"Hochtetter, C.F.","Hochstetter, C.F.F.",0.85
7584,Hoevers,V.D.,,,,,,,"Hoevers, V.D.",1,http://id.snsb.info/snsb/collection/24439/33217/24007,18599,"Hoevers, V.D.","Hoever, J.",0.85
7738,Hoover,W.S.,,,,,,,"Hoover, W.S.",2,https://herbarium.bgbm.org/object/B100052505,13311,"Hoover, W.S.","Hoover, R.F.",0.85
7755,Horeau,,,,,,,,Horeau,1,https://je.jacq.org/JE04002268,3153,Horeau,"Moreau, M.",0.85
7823,Hoyer,R.,,,,,,,"Hoyer, R.",1,https://herbarium.bgbm.org/object/B101154510,17577,"Hoyer, R.","Hoyer, C.A.H.",0.85
274,Indebetou,Conrad,,,,,,,"Indebetou, Conrad",1,https://dr.jacq.org/DR047516,226,"Indebetou, Conrad","Indebetou, Carl Gustaf",0.85
8198,Jacque-Georges,A.,,,,,,,"Jacque-Georges, A.",1,http://id.snsb.info/snsb/collection/407791/477077/191675,19710,"Jacque-Georges, A.","Georges, G.",0.85
8275,Janka,V. von,,,,,,,"Janka, V. von",58,https://je.jacq.org/JE00017932,169,"Janka, V. von","Janka, V.v.",0.85
292,Joseph,Claude,,,,,,,"Joseph, Claude",1,https://herbarium.bgbm.org/object/B100176833,470,"Joseph, Claude","Geoffroy, Claude Joseph",0.85
8526,Jung,U.,,,,,,,"Jung, U.",1,https://herbarium.bgbm.org/object/B700005282,13952,"Jung, U.","Jung, J.",0.85
8672,Kannenberg,,,,,,,,Kannenberg,2,https://herbarium.bgbm.org/object/B100153623,5875,Kannenberg,"Rennenberg, H.",0.85
8832,Kemp,W.E.,,,,,,,"Kemp, W.E.",1,https://herbarium.bgbm.org/object/B180012055,4087,"Kemp, W.E.","Kemp, R.",0.85
8853,Kerenga,K.,,,,,,,"Kerenga, K.",10,http://id.snsb.info/snsb/collection/490099/602335/271983,9496,"Kerenga, K.","Keren, K.",0.85
8903,Khassanov,F.O.,,,,,,,"Khassanov, F.O.",2,http://id.snsb.info/snsb/collection/462850/564008/241690,19645,"Khassanov, F.O.","Khassanov, O.K.",0.85
8942,Killberg,G.,,,,,,,"Killberg, G.",1,https://herbarium.bgbm.org/object/B100296466A,4878,"Killberg, G.","Billberg, G.J.",0.85
9325,Kowald,C.,,,,,,,"Kowald, C.",2,https://herbarium.bgbm.org/object/B200157521,5885,"Kowald, C.","Kowal, T.",0.85
9412,Kreher,C.,,,,,,,"Kreher, C.",2,https://herbarium.bgbm.org/object/B700003964,13234,"Kreher, C.","Kårehed, J.",0.85
9657,Källström,J.,,,,,,,"Källström, J.",2,https://dr.jacq.org/DR064199,2220,"Källström, J.",Källsten,0.85
9793,Lahmann,E.,,,,,,,"Lahmann, E.",1,https://dr.jacq.org/DR010610,13215,"Lahmann, E.","Lahman, B.M.",0.85
9807,Lallemant,C.,,,,,,,"Lallemant, C.",1,https://je.jacq.org/JE00019387,16450,"Lallemant, C.","Avé-Lallemant, J.L.E.",0.85
9890,Lannes,,,,,,,,Lannes,6,https://je.jacq.org/JE00024543,13451,Lannes,"Lanne, C.",0.85
9936,Lau,J.,,,,,,,"Lau, J.",3,https://dr.jacq.org/DR051946,495,"Lau, J.","Lau, S.",0.85
10008,Leal,G.C.,,,,,,,"Leal, G.C.",1,https://herbarium.bgbm.org/object/B100005698,15857,"Leal, G.C.","Leal, M.",0.85
10326,Lima,D.S.,,,,,,,"Lima, D.S.",2,https://herbarium.bgbm.org/object/B100608771,18052,"Lima, D.S.","Lima, D.F.",0.85
364,Llorens,Ll,,,,,,,"Llorens, Ll",11,https://herbarium.bgbm.org/object/B101142108,39,"Llorens, Ll","Llorens, Leonardo",0.85
10481,Lobo,R.,,,,,,,"Lobo, R.",2,https://herbarium.bgbm.org/object/B101144469,7321,"Lobo, R.","Lobão, A.Q.",0.85
10482,Lobo,S.,,,,,,,"Lobo, S.",44,https://herbarium.bgbm.org/object/B101112102,14204,"Lobo, S.","Lobão, A.Q.",0.85
10577,Loritz,,,,,,,,Loritz,1,http://id.snsb.info/snsb/collection/519431/642692/301000,16466,Loritz,"Lorite, J.",0.85
10816,Löschner,,,,,,,,Löschner,1,https://dr.jacq.org/DR013678,14696,Löschner,"Lüscher, H.",0.85
384,Marsson,Th,,,,,,,"Marsson, Th",5,https://je.jacq.org/JE00014068,31,"Marsson, Th","Marsson, Theodor",0.85
402,Migula,Emil Friedrich August Walther,,,,,,,"Migula, Emil Friedrich August Walther",3,https://je.jacq.org/JE04007128,43,"Migula, Emil Friedrich August Walther","Walther, Augustin Friedrich",0.85
12183,Mueller,F.J.H.,,von,,,,,"Mueller, F.J.H.",70,http://id.snsb.info/snsb/collection/574446/661727/314356,4623,"Mueller, F.J.H.","Mueller, A.",0.85
12358,Müller,F.J.H.,,von,,,,,"Müller, F.J.H.",15,http://id.snsb.info/snsb/collection/196275/480350/178051,10288,"Müller, F.J.H.","Müller, F.",0.85
418,Müller,FJHv,,,,,,,"Müller, FJHv",26,https://herbarium.bgbm.org/object/B180011601,442,"Müller, FJHv","Müller, Frank",0.85
12423,Nan,M.X.,,,,,,,"Nan, M.X.",1,https://je.jacq.org/JE04006946,7000,"Nan, M.X.","Ren, M.X.",0.85
12502,Negrus,H.,,,,,,,"Negrus, H.",1,https://herbarium.bgbm.org/object/B100201426,4592,"Negrus, H.","Negru, A.",0.85
12537,Nersesyan,A.,,,,,,,"Nersesyan, A.",44,https://herbarium.bgbm.org/object/B100506688,4423,"Nersesyan, A.","Nersesian, A.",0.85
12630,Nieder,B.,,,,,,,"Nieder, B.",2,https://herbarium.bgbm.org/object/B200172379,19472,"Nieder, B.","Niederle, J.",0.85
12636,Niefel,,,,,,,,Niefel,4,https://herbarium.bgbm.org/object/B100842616,1687,Niefel,"Wiefel, C.",0.85
13090,Ostermaier,J.,,,,,,,"Ostermaier, J.",39,https://dr.jacq.org/DR063989,2235,"Ostermaier, J.","Westermaier, M.",0.85
13235,Pannier,F.,,,,,,,"Pannier, F.",1,http://id.snsb.info/snsb/collection/665808/724177/371935,13033,"Pannier, F.","Monnier, F.",0.85
13364,Paula,J. E. de,,,,,,,"Paula, J. E. de",3,https://herbarium.bgbm.org/object/B100244684,9163,"Paula, J. E. de","Paula, J.E.d.",0.85
13377,Pautova,I.A.,,,,,,,"Pautova, I.A.",2,https://herbarium.bgbm.org/object/B100149440,17641,"Pautova, I.A.","Pautov, A.",0.85
13948,Pollard,H.J.,,,,,,,"Pollard, H.J.",1,https://herbarium.bgbm.org/object/B100588894,13755,"Pollard, H.J.","Pollard, C.L.",0.85
14229,Purves,J.M.,,,,,,,"Purves, J.M.",4,https://herbarium.bgbm.org/object/B200037765,6588,"Purves, J.M.","Purver, C.",0.85
14353,Rabe,K.,,,,,,,"Rabe, K.",442,https://herbarium.bgbm.org/object/B100220841,10478,"Rabe, K.","Rabe, F.C.",0.85
14480,Rangel,O.,,,,,,,"Rangel, O.",1,https://herbarium.bgbm.org/object/B600186490,5948,"Rangel, O.","Rangel, J.O.",0.85
14504,Rathray,J.M.,,,,,,,"Rathray, J.M.",1,https://herbarium.bgbm.org/object/B100158195,16942,"Rathray, J.M.","Rattray, J.M.",0.85
14586,Redowskian,,,,,,,,Redowskian,1,https://herbarium.bgbm.org/object/B100241721,8428,Redowskian,"Redowsky, D.",0.85
14663,Rein,,,,,,,,Rein,2,https://dr.jacq.org/DR065115,1019,Rein,"Reiner, J.(.",0.85
14664,Rein,J.,,,,,,,"Rein, J.",9,https://herbarium.bgbm.org/object/B100218817,14145,"Rein, J.","Reiner, J.(.",0.85
14678,Reingruber,,,,,,,,Reingruber,3,https://herbarium.bgbm.org/object/B200126638,17166,Reingruber,"Schweingruber, F.H.",0.85
14695,Reist,,,,,,,,Reist,2,https://herbarium.bgbm.org/object/B180019466,5718,Reist,"Reisæter, O.",0.85
14743,Reuss,A. E. R. von,,,,,,,"Reuss, A. E. R. von",29,https://herbarium.bgbm.org/object/B100749425,6624,"Reuss, A. E. R. von","Reuss, G.",0.85
15358,Ruiz,Y.S.,,,,,,,"Ruiz, Y.S.",17,https://herbarium.bgbm.org/object/B101046952,17242,"Ruiz, Y.S.","Ruiz, A.",0.85
511,Russow,Emma,,,,,,,"Russow, Emma",6,https://je.jacq.org/JE04006512,424,"Russow, Emma","Russow, Edmund",0.85
15407,Ruthe,J.G.R.,,,,,,,"Ruthe, J.G.R.",20,http://id.snsb.info/snsb/collection/521676/645357/303404,13131,"Ruthe, J.G.R.","Ruthe, J.F.",0.85
15546,Salas,M.S.,,,,,,,"Salas, M.S.",3,https://herbarium.bgbm.org/object/B100630701,15317,"Salas, M.S.","Salas, V.",0.85
15600,Sampaio,G. A. da Silva Ferreira,,,,,,,"Sampaio, G. A. da Silva Ferreira",1,http://id.snsb.info/snsb/collection/473857/583616/255084,14984,"Sampaio, G. A. da Silva Ferreira","Sampaio, G.",0.85
15651,Sanio,C.,,,,,,,"Sanio, C.",21,https://je.jacq.org/JE04005053,4109,"Sanio, C.","Sanio, K.G.",0.85
15661,Santa-Bárbara,C.,,,,,,,"Santa-Bárbara, C.",2,https://herbarium.bgbm.org/object/B100220045,8256,"Santa-Bárbara, C.","Bárbara, I.",0.85
15750,Sautermeister,F.L.,,,,,,,"Sautermeister, F.L.",2,https://herbarium.bgbm.org/object/B600101028,10061,"Sautermeister, F.L.","Sauter, F.",0.85
15764,Savleda,R.P.,,,,,,,"Savleda, R.P.",1,https://herbarium.bgbm.org/object/B101001780,14062,"Savleda, R.P.","Sauleda, R.P.",0.85
15785,Schaberg,,,,,,,,Schaberg,1,https://dr.jacq.org/DR022051,6260,Schaberg,"Schabel, A.",0.85
15957,Schlechtendahl,D.H.R.,,,,,,,"Schlechtendahl, D.H.R.",2,https://herbarium.bgbm.org/object/B100108588,18966,"Schlechtendahl, D.H.R.","Schlechtendal, D.v.",0.85
16293,Schur,,,,,,,,Schur,12,https://herbarium.bgbm.org/object/B100217610,5723,Schur,"Schur, P.J.F.",0.85
16496,Seiner,F.,,,,,,,"Seiner, F.",5,https://herbarium.bgbm.org/object/B180003168,18163,"Seiner, F.","Seine, R.",0.85
16564,Sepper,,,,,,,,Sepper,1,https://je.jacq.org/JE04007841,11559,Sepper,"Seppelt, R.",0.85
16619,Seydl,R.,,,,,,,"Seydl, R.",20,https://herbarium.bgbm.org/object/B100575734,1057,"Seydl, R.","Seydler, F.W.",0.85
16649,Shears,,,,,,,,Shears,1,https://herbarium.bgbm.org/object/B180011114,2360,Shears,"Shear, C.L.",0.85
551,Sieber,Friedr W.,,,,,,,"Sieber, Friedr W.",18,http://id.snsb.info/snsb/collection/502760/623994/281550,420,"Sieber, Friedr W.","Sieber, Friedrich Wilhelm",0.85
16702,Siebrecht,P.,,,,,,,"Siebrecht, P.",1,https://herbarium.bgbm.org/object/B600159102,7535,"Siebrecht, P.","Albrecht, P.",0.85
16957,Soares,A.P.N.,,,,,,,"Soares, A.P.N.",1,https://herbarium.bgbm.org/object/B200124982,6025,"Soares, A.P.N.","Soares, G.",0.85
17457,Strelmann,H.,,,,,,,"Strelmann, H.",1,https://herbarium.bgbm.org/object/B600087993,787,"Strelmann, H.","Streimann, H.",0.85
577,Sáenz,Laín,,,,,,,"Sáenz, Laín",1,https://herbarium.bgbm.org/object/B100241891,436,"Sáenz, Laín","Senéz, A",0.85
17669,Sánchez Villegas,R.,,,,,,,"Sánchez Villegas, R.",1,https://herbarium.bgbm.org/object/B101160635,7438,"Sánchez Villegas, R.","Villegas, M.",0.85
17687,Sänger,H.,,,,,,,"Sänger, H.",3,https://herbarium.bgbm.org/object/B700003175,18906,"Sänger, H.","Singer, H.",0.85
17912,Theron,G.C.,,,,,,,"Theron, G.C.",1,https://herbarium.bgbm.org/object/B100239648,14832,"Theron, G.C.","Theron, J.J.",0.85
18077,Tisserand,R.P.,,,,,,,"Tisserand, R.P.",1,https://herbarium.bgbm.org/object/B100166774,738,"Tisserand, R.P.","Tisserant, C.",0.85
18152,Torre,M.I.,,La,,,,,"Torre, M.I.",13,https://herbarium.bgbm.org/object/B100095805,18213,"Torre, M.I.","Torre, M.d.l.",0.85
18520,Vain,S.K.,,,,,,,"Vain, S.K.",1,https://herbarium.bgbm.org/object/B100240392,10189,"Vain, S.K.","Jain, S.K.",0.85
18530,Valdes,B.,,,,,,,"Valdes, B.",16,https://herbarium.bgbm.org/object/B100002412,1540,"Valdes, B.","Valdés, B.",0.85
18617,Vaughan Bandeira,M.C.,,,,,,,"Vaughan Bandeira, M.C.",4,https://je.jacq.org/JE04009835,17264,"Vaughan Bandeira, M.C.","Bandeira, M.",0.85
18713,Verwimp,I.,,,,,,,"Verwimp, I.",38,https://je.jacq.org/JE04005610,13978,"Verwimp, I.","Schäfer-Verwimp, A.",0.85
18919,Voogd,C.N.A.,,,,,,,"Voogd, C.N.A.",1,https://herbarium.bgbm.org/object/B101234079,228,"Voogd, C.N.A.","Voogd, W.B.d.",0.85
18997,Wager,L.R.,,,,,,,"Wager, L.R.",1,https://herbarium.bgbm.org/object/B100296442,10049,"Wager, L.R.","Wager, H.",0.85
19238,Weiner,P.,,,,,,,"Weiner, P.",3,https://dr.jacq.org/DR065513,18070,"Weiner, P.","Weinert, E.",0.85
19343,Wessels,H.,,,,,,,"Wessels, H.",7,https://je.jacq.org/JE00024720,13330,"Wessels, H.","Wessel, A.",0.85
19433,Wielewski,,,,,,,,Wielewski,4,https://herbarium.bgbm.org/object/B200129838b,11403,Wielewski,"Chmielewski, G.",0.85
19436,Wiemans,F.,,,,,,,"Wiemans, F.",1,https://je.jacq.org/JE04007608,5918,"Wiemans, F.","Wiemann, D.",0.85
19437,Wiemans,G.,,,,,,,"Wiemans, G.",2,https://je.jacq.org/JE04004371,11537,"Wiemans, G.","Wiemann, D.",0.85
19573,Wilson-Browne,G.,,,,,,,"Wilson-Browne, G.",1,https://herbarium.bgbm.org/object/B101222141,12990,"Wilson-Browne, G.","Browne, J.",0.85
19797,Wünsch,W.,,,,,,,"Wünsch, W.",1,https://herbarium.bgbm.org/object/B180005114,10136,"Wünsch, W.","Wünsche, F.O.",0.85
19857,Youssefy,,,,,,,,Youssefy,1,http://id.snsb.info/snsb/collection/468854/575157/247806,17364,Youssefy,"Youssef, N.N.",0.85
19861,Yu,X.,,,,,,,"Yu, X.",35,https://herbarium.bgbm.org/object/B101017309,3375,"Yu, X.","Yu, X.Y.",0.85
646,Zarre,Sh,,,,,,,"Zarre, Sh",3,https://herbarium.bgbm.org/object/B100270810,170,"Zarre, Sh","Zarre, Shahin",0.85
19940,Zayes,J.,,,,,,,"Zayes, J.",1,https://herbarium.bgbm.org/object/B200220214,12932,"Zayes, J.","Hayes, J.",0.85
19947,Zechl,,,,,,,,Zechl,1,https://herbarium.bgbm.org/object/B100461485,17141,Zechl,"Zecher, E.",0.85
20063,Zipp,,,,,,,,Zipp,1,http://id.snsb.info/snsb/collection/517454/640697/298838,9358,Zipp,"Zippel, H.",0.85
20107,Zuschke,H.,,,,,,,"Zuschke, H.",1,https://dr.jacq.org/DR051581,6164,"Zuschke, H.","Kuschke, G.",0.85
20157,Özüdogru,B.,,,,,,,"Özüdogru, B.",1,https://herbarium.bgbm.org/object/B100602981,11241,"Özüdogru, B.","Özüdoğru, B.",0.85
172,Akhar,,,,,,,,Akhar,4,https://herbarium.bgbm.org/object/B100844038,5203,Akhar,"Akhani, H.",0.86
483,Antonietti,A.,,,,,,,"Antonietti, A.",6,https://herbarium.bgbm.org/object/B101165369,3610,"Antonietti, A.","Antonetti, M.",0.86
